"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"DHX9"	2.6879621591465e-09	-0.0275752542005406	0.178	0.3	6.28338034322085e-05	"2"	"DHX9"
"FAM204A"	2.73947178124373e-09	-0.0734296931757559	0.233	0.369	6.40378923583535e-05	"2"	"FAM204A"
"CEBPB"	2.80975131307301e-09	-0.0533297229981096	0.711	0.89	6.56807466943946e-05	"2"	"CEBPB"
"IDH3G"	2.82814513512497e-09	-0.0583510159016947	0.253	0.401	6.61107206786812e-05	"2"	"IDH3G"
"NDUFS5"	2.95485737581695e-09	-0.127920991832699	0.87	0.94	6.9072746017097e-05	"2"	"NDUFS5"
"OXR1"	2.96872426682072e-09	-0.0467839506680036	0.175	0.294	6.93968984612012e-05	"2"	"OXR1"
"C1orf122"	3.24326542388586e-09	-0.0444534573201334	0.29	0.453	7.58145725487558e-05	"2"	"C1orf122"
"TCTN3"	3.29962839644917e-09	-0.0271425548565332	0.163	0.281	7.71321133953958e-05	"2"	"TCTN3"
"PSMD14"	3.39756500374447e-09	-0.0369686203637033	0.187	0.313	7.94214795275307e-05	"2"	"PSMD14"
"ATRX"	3.47597209623751e-09	-0.12093630866608	0.396	0.586	8.12543237216481e-05	"2"	"ATRX"
"ABHD2"	3.48104220260497e-09	-0.0915730336438683	0.212	0.342	8.13728425280939e-05	"2"	"ABHD2"
"BOLA3"	3.53885223755541e-09	-0.0415162056649069	0.192	0.317	8.27242099050953e-05	"2"	"BOLA3"
"CPNE1"	3.60776110105884e-09	-0.0838745790019124	0.303	0.463	8.43350234983516e-05	"2"	"CPNE1"
"NDUFS4"	3.83837629509142e-09	0.29427016593246	0.59	0.617	8.97258842740571e-05	"2"	"NDUFS4"
"CELF1"	3.90366260728006e-09	-0.0374009534864437	0.236	0.376	9.12520171077787e-05	"2"	"CELF1"
"BIRC2"	3.99061105465197e-09	-0.0368749705606575	0.221	0.361	9.32845240135445e-05	"2"	"BIRC2"
"TALDO1"	4.06124924445479e-09	-0.0621332761510729	0.368	0.556	9.49357623383752e-05	"2"	"TALDO1"
"UPF3A"	4.06234829334143e-09	-0.0333435521409864	0.203	0.331	9.49614537051493e-05	"2"	"UPF3A"
"TDG"	4.12123050292877e-09	-0.0276461369522197	0.172	0.291	9.6337884236463e-05	"2"	"TDG"
"CPXM1"	4.13158870332433e-09	-0.0780252762013922	0.226	0.356	9.65800175289096e-05	"2"	"CPXM1"
"FGF7"	4.27465253655805e-09	0.236014209069602	0.593	0.571	9.9924277694581e-05	"2"	"FGF7"
"TMEM230"	4.29962545154157e-09	-0.132424841065047	0.548	0.722	0.000100508044555236	"2"	"TMEM230"
"SCAMP1"	4.34266534318176e-09	-0.0335791396053	0.154	0.262	0.000101514145062217	"2"	"SCAMP1"
"HAND2"	4.39400010405097e-09	0.432209107949299	0.361	0.315	0.000102714146432295	"2"	"HAND2"
"MAPRE1"	4.47431134087137e-09	-0.0475175510804746	0.263	0.415	0.000104591501904209	"2"	"MAPRE1"
"IER3IP1.1"	4.47509346246933e-09	-0.076118081044962	0.354	0.533	0.000104609784778683	"2"	"IER3IP1.1"
"PSMD7"	4.75410076411834e-09	-0.0658725279794118	0.292	0.454	0.00011113185946203	"2"	"PSMD7"
"CNIH1"	4.83912081719041e-09	-0.106958597646484	0.427	0.616	0.000113119288222643	"2"	"CNIH1"
"NEDD8"	4.88240535607193e-09	-0.141279713906674	0.717	0.864	0.000114131107603538	"2"	"NEDD8"
"BBX"	4.95122839901559e-09	-0.0764824872698078	0.338	0.504	0.000115739915055388	"2"	"BBX"
"H2AFZ"	4.98929699487832e-09	-0.100187274358726	0.549	0.731	0.000116629806552276	"2"	"H2AFZ"
"COX17"	5.02029137540341e-09	-0.100624394221483	0.449	0.648	0.00011735433119143	"2"	"COX17"
"MRPL4"	5.17159893982306e-09	-0.0422051010064224	0.181	0.299	0.000120891296817304	"2"	"MRPL4"
"RAB8B"	5.22286662075756e-09	0.284540508572019	0.267	0.212	0.000122089730126829	"2"	"RAB8B"
"GNG12"	5.24024381189565e-09	-0.0449985007714939	0.293	0.457	0.000122495939346873	"2"	"GNG12"
"DNAJC15"	5.3268016260143e-09	-0.101105630840157	0.405	0.59	0.00012451931480971	"2"	"DNAJC15"
"TSEN34"	5.43340986464397e-09	-0.031350431188817	0.225	0.365	0.000127011388995918	"2"	"TSEN34"
"SEPHS2"	5.50579606766465e-09	-0.0346457839815675	0.155	0.263	0.000128703488877729	"2"	"SEPHS2"
"RP11-345J4.5"	5.68002720935585e-09	-0.0425987459626548	0.146	0.253	0.000132776316045902	"2"	"RP11-345J4.5"
"SNRPC"	5.77273380762187e-09	-0.0642317845469593	0.279	0.436	0.000134943425486969	"2"	"SNRPC"
"HMGN1"	5.79155435797468e-09	-0.123925687898917	0.58	0.777	0.000135383374672016	"2"	"HMGN1"
"FDFT1"	5.82963139218768e-09	-0.0256752575645498	0.145	0.252	0.000136273463423779	"2"	"FDFT1"
"HSD17B12"	6.06962308445618e-09	-0.0468698800961502	0.262	0.412	0.000141883509222248	"2"	"HSD17B12"
"EID1"	6.15378736858843e-09	0.193211427455463	0.931	0.952	0.000143850933528123	"2"	"EID1"
"TSNAX"	6.20976204438477e-09	-0.0254362104707314	0.158	0.271	0.000145159397549538	"2"	"TSNAX"
"PHF14"	6.3262744624055e-09	-0.0621108944752061	0.334	0.508	0.000147882991833191	"2"	"PHF14"
"ACBD6"	6.33586844091577e-09	-0.0597259863139599	0.149	0.253	0.000148107260674847	"2"	"ACBD6"
"ZCCHC24"	6.41222623013132e-09	-0.0601396248625443	0.251	0.394	0.00014989220035555	"2"	"ZCCHC24"
"IFNAR1"	6.43296683385562e-09	-0.0230464714889122	0.147	0.255	0.000150377032708209	"2"	"IFNAR1"
"UBA3"	6.45615342883039e-09	-0.0364560984212959	0.146	0.251	0.000150919042552339	"2"	"UBA3"
"PKD2"	6.49228739780046e-09	-0.0624801777146458	0.209	0.334	0.000151763710210984	"2"	"PKD2"
"METTL23"	6.52827208427889e-09	-0.0372284650367851	0.165	0.28	0.000152604888242103	"2"	"METTL23"
"TXNL1"	7.04431988871875e-09	-0.0595768739859954	0.353	0.535	0.000164668021718689	"2"	"TXNL1"
"ANO6"	7.14492060703545e-09	-0.0219313805486419	0.205	0.334	0.000167019664110061	"2"	"ANO6"
"FDPS"	7.27061366949953e-09	-0.0567315120577704	0.268	0.417	0.000169957865138221	"2"	"FDPS"
"OLA1"	7.38388226214619e-09	-0.0625673501260907	0.226	0.356	0.000172605631759929	"2"	"OLA1"
"TMEM119"	7.61899680960155e-09	-0.139257086289423	0.314	0.46	0.000178101669421246	"2"	"TMEM119"
"TIMM8B"	7.6380721810559e-09	-0.083782758191348	0.415	0.605	0.000178547575304363	"2"	"TIMM8B"
"FAM20C"	7.79733964386149e-09	-0.0622953736688585	0.197	0.317	0.000182270611514906	"2"	"FAM20C"
"NKTR"	8.05182576073846e-09	-0.0685110416355841	0.367	0.549	0.000188219478983022	"2"	"NKTR"
"NSMCE1"	8.29250183360907e-09	-0.0730693634311717	0.27	0.419	0.000193845522862446	"2"	"NSMCE1"
"RTFDC1"	8.38465503763977e-09	-0.0523149942251775	0.304	0.473	0.000195999696159867	"2"	"RTFDC1"
"ADD1"	8.54503352954893e-09	-0.0569509602979508	0.298	0.459	0.000199748703786736	"2"	"ADD1"
"RDH11"	8.59254055162644e-09	-0.0384459366403153	0.174	0.287	0.00020085922793482	"2"	"RDH11"
"TCEA2"	8.65501777672340e-09	-0.014079722266704	0.18	0.302	0.000202319695548686	"2"	"TCEA2"
"CLIP1"	8.70320067707621e-09	-0.0237186590078722	0.166	0.28	0.000203446019027334	"2"	"CLIP1"
"PFDN5"	8.87793404113218e-09	-0.107473410571515	0.975	0.992	0.000207530586145506	"2"	"PFDN5"
"RARRES3"	9.0536303233432e-09	-0.137165783579236	0.345	0.495	0.000211637662438471	"2"	"RARRES3"
"MARK3"	9.06803606409544e-09	-0.040581683425143	0.206	0.336	0.000211974411034295	"2"	"MARK3"
"AXL"	9.09738556843027e-09	-0.075579716548933	0.341	0.51	0.000212660485047626	"2"	"AXL"
"RPLP2"	9.22139603789255e-09	-0.0951100168006276	1	1	0.000215559353781776	"2"	"RPLP2"
"EIF3E"	9.22351764241809e-09	0.193260566608153	0.889	0.913	0.000215608948409165	"2"	"EIF3E"
"THRAP3"	9.22408735161808e-09	-0.0437326689967182	0.291	0.452	0.000215622265931424	"2"	"THRAP3"
"TMA16"	9.60202090378192e-09	-0.0267945342046976	0.198	0.323	0.000224456840646806	"2"	"TMA16"
"MRPL13"	9.73804910324656e-09	-0.0301425006827657	0.224	0.362	0.000227636635837492	"2"	"MRPL13"
"SH3BP5"	1.00503871853773e-08	-0.0406208376118697	0.216	0.345	0.000234937850845379	"2"	"SH3BP5"
"MBD4"	1.02745487341978e-08	-0.0216807951241014	0.176	0.295	0.000240177851210607	"2"	"MBD4"
"MANBAL"	1.03696486929555e-08	-0.0439207327099144	0.185	0.304	0.000242400907846528	"2"	"MANBAL"
"NUMB"	1.0407783560734e-08	-0.0633587913842882	0.188	0.306	0.000243292348515718	"2"	"NUMB"
"LINC00116"	1.04285816106807e-08	-0.0612970207933833	0.343	0.516	0.000243778523731273	"2"	"LINC00116"
"QKI"	1.0444568759747e-08	-0.0609390831925112	0.264	0.408	0.000244152239327846	"2"	"QKI"
"ARPP19"	1.04967357175393e-08	-0.0678876017404366	0.295	0.456	0.000245371694133198	"2"	"ARPP19"
"BRD3"	1.06294706697295e-08	-0.0356546810971885	0.161	0.27	0.000248474506375597	"2"	"BRD3"
"SLK"	1.08374091854142e-08	-0.056919806002451	0.151	0.256	0.000253335277118243	"2"	"SLK"
"NACA"	1.09380907158248e-08	0.122014769990526	0.984	0.991	0.00025568880857312	"2"	"NACA"
"WIPI2"	1.10786346827163e-08	-0.0512137777796715	0.19	0.311	0.000258974164343177	"2"	"WIPI2"
"PIM1"	1.1149054819157e-08	-0.0567970542039588	0.202	0.318	0.000260620305452613	"2"	"PIM1"
"EIF6"	1.14868981173354e-08	-0.075472310982964	0.379	0.561	0.000268517730390831	"2"	"EIF6"
"AUP1"	1.1566364197939e-08	-0.0798388931269696	0.346	0.518	0.000270375329491022	"2"	"AUP1"
"SSSCA1"	1.18686008883006e-08	-0.0150275942375679	0.182	0.301	0.000277440414364916	"2"	"SSSCA1"
"VAMP8"	1.19777074223547e-08	-0.00510100343136144	0.191	0.316	0.000279990888704963	"2"	"VAMP8"
"CMPK1"	1.25626339996977e-08	-0.0799737549650619	0.428	0.624	0.000293664132376934	"2"	"CMPK1"
"MT-CO1"	1.29940981258891e-08	-0.161827292568264	0.999	1	0.000303750037790784	"2"	"MT-CO1"
"AFF4"	1.31045380372156e-08	-0.0395036875461177	0.281	0.434	0.000306331681157951	"2"	"AFF4"
"PCSK7"	1.34002235161275e-08	-0.0488697649392971	0.273	0.42	0.000313243624912996	"2"	"PCSK7"
"RAB18"	1.3466826725539e-08	-0.0537025854358457	0.338	0.512	0.0003148005415362	"2"	"RAB18"
"EEF1E1"	1.35209801811577e-08	-0.0360613504545115	0.159	0.268	0.000316066432714742	"2"	"EEF1E1"
"ANKRD28"	1.39115341684248e-08	-0.0988229695698464	0.243	0.365	0.000325196022721098	"2"	"ANKRD28"
"HARS"	1.40470163472533e-08	-0.031727350261569	0.147	0.251	0.000328363054133393	"2"	"HARS"
"PIGC"	1.41944886058128e-08	-0.0386832398416526	0.192	0.313	0.000331810365649481	"2"	"PIGC"
"SCP2"	1.46874288752548e-08	-0.07820406104456	0.539	0.743	0.000343333337387957	"2"	"SCP2"
"AURKAIP1"	1.52778749628323e-08	-0.102507454005142	0.426	0.613	0.000357135605131169	"2"	"AURKAIP1"
"COA6"	1.53977806795789e-08	-0.0262808969048237	0.158	0.267	0.000359938521165836	"2"	"COA6"
"PRPF4B"	1.55093376154461e-08	-0.0144191278099548	0.228	0.365	0.000362546276098669	"2"	"PRPF4B"
"RPS17"	1.55614464800815e-08	-0.0519529344545999	0.178	0.288	0.000363764372918386	"2"	"RPS17"
"CHMP4B"	1.58753795226691e-08	-0.0408022653851808	0.384	0.577	0.000371102871721914	"2"	"CHMP4B"
"ALKBH5"	1.71146817436126e-08	-0.0153232239785961	0.201	0.329	0.000400072800438689	"2"	"ALKBH5"
"CCSER2"	1.71197064915798e-08	-0.0230016080735569	0.215	0.344	0.000400190258947168	"2"	"CCSER2"
"ZNF207"	1.73057079477775e-08	-0.0713475385938285	0.35	0.521	0.000404538228987246	"2"	"ZNF207"
"NUDT5"	1.75380652733809e-08	-0.0408560246219902	0.188	0.307	0.000409969813830553	"2"	"NUDT5"
"TXNDC9"	1.78207602718268e-08	-0.0409311257833994	0.161	0.269	0.000416578092114224	"2"	"TXNDC9"
"MRPL28"	1.87002767571126e-08	-0.0606230431917685	0.223	0.35	0.000437137669474263	"2"	"MRPL28"
"HSD17B11"	1.87862748980499e-08	0.334163860734152	0.492	0.496	0.000439147962016815	"2"	"HSD17B11"
"RPL18"	1.90186832806967e-08	0.108769299701434	0.997	0.997	0.000444580740369566	"2"	"RPL18"
"SETD5"	1.98145800358624e-08	-0.0532128746406997	0.204	0.326	0.00046318562291832	"2"	"SETD5"
"SF3B5"	2.0314666035528e-08	-0.112422583697297	0.473	0.653	0.000474875633246503	"2"	"SF3B5"
"ILF2"	2.04412595589677e-08	-0.064195987159209	0.345	0.514	0.00047783488345043	"2"	"ILF2"
"IFT43"	2.06372854542582e-08	-0.0131514714380973	0.172	0.288	0.000482417184778741	"2"	"IFT43"
"NDUFA4L2"	2.17786774413388e-08	-0.0263404282096514	0.163	0.273	0.000509098363868736	"2"	"NDUFA4L2"
"RAB14"	2.23446079270169e-08	-0.047716912079822	0.267	0.416	0.000522327554901946	"2"	"RAB14"
"KIDINS220"	2.26761679760787e-08	-0.00803642781214764	0.18	0.294	0.000530078102608816	"2"	"KIDINS220"
"RNF181"	2.33000098378321e-08	-0.0682750506703322	0.447	0.654	0.000544661029969164	"2"	"RNF181"
"CD27-AS1"	2.40098476660121e-08	-0.0234045240117213	0.151	0.255	0.000561254199040698	"2"	"CD27-AS1"
"NCBP2-AS2"	2.42100342891175e-08	-0.0416042598972397	0.148	0.25	0.000565933761542412	"2"	"NCBP2-AS2"
"MLXIP"	2.42526585670155e-08	-0.0301922301739422	0.222	0.353	0.000566930146662554	"2"	"MLXIP"
"ROCK2"	2.57039683156899e-08	-0.029414882257984	0.166	0.276	0.000600855963347566	"2"	"ROCK2"
"RPL26"	2.59506566460125e-08	0.100330283854212	0.999	0.999	0.000606622549757188	"2"	"RPL26"
"PIGK"	2.60689744101973e-08	-0.0125584989843953	0.171	0.286	0.000609388345812771	"2"	"PIGK"
"TMED4"	2.62245261078202e-08	-0.0456149601184243	0.272	0.423	0.000613024522296404	"2"	"TMED4"
"MGMT"	2.67468297553992e-08	0.330586263186833	0.429	0.427	0.000625233892362213	"2"	"MGMT"
"EIF4A1"	2.68661448591273e-08	0.323653835402486	0.878	0.949	0.00062802300222696	"2"	"EIF4A1"
"PRDX3"	2.72605799187911e-08	0.327494608627159	0.466	0.471	0.00063724331618166	"2"	"PRDX3"
"C18orf32"	2.82245032824675e-08	-0.0294957440501791	0.229	0.361	0.000659775988730961	"2"	"C18orf32"
"F2R"	2.86883423960472e-08	-0.270715947965364	0.411	0.546	0.000670618691849998	"2"	"F2R"
"PCMTD1"	2.92203669806347e-08	-0.0306184400707465	0.249	0.389	0.000683055298539318	"2"	"PCMTD1"
"VAMP3"	2.93117212482953e-08	-0.0320463291753869	0.195	0.312	0.000685190795900152	"2"	"VAMP3"
"CCDC14"	2.98919386364743e-08	-0.0606821870716187	0.164	0.268	0.000698753957566224	"2"	"CCDC14"
"H3F3A"	3.08943206090968e-08	0.132154348646169	0.972	0.986	0.000722185638558248	"2"	"H3F3A"
"EPAS1"	3.08968117064702e-08	0.367884373024295	0.35	0.309	0.000722243870450448	"2"	"EPAS1"
"DAZAP2"	3.09239880832877e-08	-0.0673221710434375	0.412	0.615	0.000722879145434933	"2"	"DAZAP2"
"RNF10"	3.11510572027708e-08	-0.0381112912335645	0.217	0.345	0.000728187113171971	"2"	"RNF10"
"ZNF503"	3.29876296565536e-08	-0.1080467946918	0.161	0.26	0.000771118830851596	"2"	"ZNF503"
"NPC2"	3.38851130755798e-08	0.203896388352013	0.886	0.914	0.000792098403254754	"2"	"NPC2"
"UBE2D1"	3.40752467488258e-08	-0.0160443383567475	0.206	0.331	0.000796542968000552	"2"	"UBE2D1"
"ZNF106"	3.42387011414198e-08	0.37248779742979	0.345	0.309	0.00080036387788183	"2"	"ZNF106"
"COL4A1"	3.70146959902966e-08	0.188730239226434	0.642	0.641	0.000865255533469172	"2"	"COL4A1"
"TSC22D2"	3.73241151919822e-08	-0.0316760376101046	0.151	0.254	0.000872488516727775	"2"	"TSC22D2"
"TAOK3"	3.7394039319256e-08	-0.0197521748459419	0.192	0.312	0.000874123063126929	"2"	"TAOK3"
"MAGEH1"	3.83560728467118e-08	-0.0393116143222522	0.261	0.405	0.000896611558864735	"2"	"MAGEH1"
"RPS24"	3.8832804084142e-08	-0.094971367934753	0.999	0.998	0.000907755628270904	"2"	"RPS24"
"NDUFA6"	3.90859878740542e-08	-0.0654267604913288	0.434	0.629	0.000913674052543891	"2"	"NDUFA6"
"GNS"	3.91951577447735e-08	-0.0436502500889848	0.186	0.3	0.000916226007441825	"2"	"GNS"
"PPA2"	3.96950193109693e-08	-0.024952966908842	0.181	0.296	0.000927910771413219	"2"	"PPA2"
"ZFAND5"	4.01291635520007e-08	0.317275244057252	0.656	0.691	0.00093805932719157	"2"	"ZFAND5"
"SLC1A5"	4.02505448020998e-08	-0.0314101048749207	0.177	0.29	0.000940896735293885	"2"	"SLC1A5"
"SNX17"	4.08794509223161e-08	-0.0510767680826602	0.283	0.429	0.000955598044760061	"2"	"SNX17"
"SMARCA5"	4.1488970161121e-08	-0.0276381575280151	0.204	0.327	0.000969846166486365	"2"	"SMARCA5"
"APOA1BP"	4.22362038212054e-08	-0.0287728940061555	0.248	0.388	0.000987313500524497	"2"	"APOA1BP"
"NOP10"	4.63839923547469e-08	-0.105675445354828	0.569	0.747	0.00108427220528456	"2"	"NOP10"
"RAB11A"	4.66602682576833e-08	-0.0383418976404122	0.406	0.594	0.0010907304307916	"2"	"RAB11A"
"SESN3"	4.74495100886598e-08	-0.0566067527161412	0.169	0.276	0.00110917974783251	"2"	"SESN3"
"CAMTA1"	4.74987270639088e-08	-0.0698614389966432	0.429	0.62	0.00111033024384593	"2"	"CAMTA1"
"EMD"	4.76857730433135e-08	-0.0136053138812302	0.224	0.356	0.0011147026306605	"2"	"EMD"
"NIPBL"	4.77600685669075e-08	-0.0157416800823698	0.165	0.274	0.00111643936282003	"2"	"NIPBL"
"ILK"	4.94600696712951e-08	-0.0869176552315969	0.433	0.606	0.0011561785886362	"2"	"ILK"
"MED4"	5.00270746390972e-08	-0.0405289267341009	0.356	0.541	0.00116943289676354	"2"	"MED4"
"BLVRB"	5.07406328801881e-08	0.314751800647036	0.452	0.451	0.00118611303420728	"2"	"BLVRB"
"IPO7"	5.31660293384384e-08	-0.0237923561808575	0.184	0.298	0.00124280910181533	"2"	"IPO7"
"RAB5B"	5.49512446125866e-08	-0.0195938404341973	0.169	0.279	0.00128454029406382	"2"	"RAB5B"
"TM9SF2"	5.53528999047378e-08	-0.0413515866561165	0.309	0.471	0.00129392938817315	"2"	"TM9SF2"
"NRD1"	5.66881837993415e-08	-0.0073763224984667	0.172	0.282	0.00132514298449341	"2"	"NRD1"
"MRPL52"	5.8155117437169e-08	-0.0597070971963106	0.335	0.504	0.00135943402521126	"2"	"MRPL52"
"RPL36AL"	5.83842023273816e-08	0.179978681677555	0.928	0.958	0.00136478911360487	"2"	"RPL36AL"
"C10orf10"	5.91590010908465e-08	0.0106236218917624	0.385	0.534	0.00138290080949963	"2"	"C10orf10"
"UQCRC1"	5.93786457711117e-08	-0.0353576769537844	0.303	0.459	0.00138803522354551	"2"	"UQCRC1"
"CSNK1E"	5.99870798181785e-08	-0.00697639404705741	0.215	0.341	0.00140225797782974	"2"	"CSNK1E"
"TMEM115"	6.10841935232249e-08	-0.0141702603992779	0.156	0.258	0.00142790410779891	"2"	"TMEM115"
"DYNC2LI1"	6.45486010539674e-08	0.352087709012204	0.306	0.269	0.00150888809823754	"2"	"DYNC2LI1"
"EIF2A"	6.56184975262056e-08	-0.0483184497031739	0.287	0.431	0.00153389799817258	"2"	"EIF2A"
"ARHGEF12"	6.65904486129128e-08	-0.0313855200022878	0.17	0.277	0.00155661832677545	"2"	"ARHGEF12"
"TRIM28"	7.15122004035959e-08	-0.0193088705384863	0.197	0.317	0.00167166919663446	"2"	"TRIM28"
"MAPK1"	7.17007055155825e-08	-0.0195710766459967	0.178	0.289	0.00167607569213226	"2"	"MAPK1"
"RSL24D1"	7.39671004154954e-08	0.250446498305538	0.703	0.772	0.00172905493931262	"2"	"RSL24D1"
"ID1"	7.53551200103512e-08	-0.138333874837065	0.213	0.321	0.00176150128536197	"2"	"ID1"
"MICU2"	7.56193718711859e-08	-0.018664728565313	0.175	0.284	0.00176767843686084	"2"	"MICU2"
"DDR2"	7.83379891266928e-08	-0.0427959246998837	0.38	0.557	0.00183122883382557	"2"	"DDR2"
"TMEM176B"	7.85287043079512e-08	0.263128390463434	0.644	0.659	0.00183568699190267	"2"	"TMEM176B"
"CSRP1"	7.90434380172909e-08	-0.111546145851678	0.477	0.641	0.00184771940709219	"2"	"CSRP1"
"GLIPR1"	7.92392141158111e-08	0.0251187230777314	0.355	0.525	0.0018522958691712	"2"	"GLIPR1"
"PITHD1"	7.98506308709157e-08	-0.0378042715912476	0.199	0.317	0.00186658834723853	"2"	"PITHD1"
"ACAA2"	8.26715915141263e-08	-0.0354161736926245	0.184	0.294	0.00193253112323422	"2"	"ACAA2"
"VAMP2"	8.48007714924904e-08	0.288758734067765	0.673	0.738	0.00198230283440846	"2"	"VAMP2"
"BAG6"	8.66575867090835e-08	-0.0321171632082146	0.191	0.306	0.00202570774691154	"2"	"BAG6"
"C6orf89"	8.69372331933024e-08	-0.0180951229989783	0.181	0.291	0.00203224476312664	"2"	"C6orf89"
"VIM"	8.76170595916317e-08	0.117948049711067	0.999	0.999	0.00204813638501398	"2"	"VIM"
"FYTTD1"	9.08396252400408e-08	-0.0294634970865053	0.212	0.335	0.00212346707961119	"2"	"FYTTD1"
"POMP"	9.1189049058158e-08	-0.107820701642817	0.714	0.86	0.0021316352107835	"2"	"POMP"
"ZMPSTE24"	9.13788795835463e-08	-0.0204247427138848	0.164	0.269	0.00213607268914498	"2"	"ZMPSTE24"
"CYFIP1"	9.30281627174755e-08	-0.028140165586404	0.168	0.274	0.00217462633168371	"2"	"CYFIP1"
"ARF6"	9.52337614361757e-08	0.00128832908992249	0.233	0.365	0.00222618440733204	"2"	"ARF6"
"H3F3B"	9.52699041900341e-08	0.145675744532766	0.984	0.991	0.00222702928034624	"2"	"H3F3B"
"KARS"	9.72998717678527e-08	-0.0341535621350531	0.24	0.371	0.00227448180244533	"2"	"KARS"
"PLEKHA5"	9.81783950675001e-08	0.309851130128479	0.359	0.328	0.00229501816309788	"2"	"PLEKHA5"
"AKAP9"	1.01227075188128e-07	-0.0684579184974314	0.456	0.647	0.00236628410959768	"2"	"AKAP9"
"GPX1"	1.03040076633782e-07	-0.144673014847218	0.715	0.86	0.00240866483139129	"2"	"GPX1"
"A1BG"	1.03140767935634e-07	-0.0615409215495152	0.237	0.36	0.00241101859126338	"2"	"A1BG"
"TMEM14A"	1.03844797323514e-07	-0.0076440842824459	0.314	0.477	0.00242747598223445	"2"	"TMEM14A"
"FAM127B"	1.05013994849156e-07	-0.052517575662495	0.286	0.438	0.00245480714359388	"2"	"FAM127B"
"MT-CO3"	1.07373849192919e-07	0.108991179490356	1	1	0.00250997109873367	"2"	"MT-CO3"
"SDC4"	1.08819863860787e-07	0.33719354123654	0.266	0.219	0.00254377313760977	"2"	"SDC4"
"DDB1"	1.17296559521429e-07	-0.0375509166929786	0.222	0.345	0.00274192437537292	"2"	"DDB1"
"SDAD1"	1.19975550198718e-07	-0.00978369634949433	0.151	0.252	0.00280454846144522	"2"	"SDAD1"
"ATRAID"	1.21477934491664e-07	0.241648456899539	0.719	0.778	0.00283966819667715	"2"	"ATRAID"
"GANAB"	1.2359408330465e-07	-0.0288941308229544	0.278	0.428	0.00288913529132949	"2"	"GANAB"
"DGUOK"	1.24746417973947e-07	-0.0587567993861191	0.369	0.542	0.002916072266559	"2"	"DGUOK"
"C1orf21"	1.28241830859389e-07	0.268136884852295	0.438	0.413	0.00299778103816907	"2"	"C1orf21"
"USP14"	1.29400015155173e-07	-0.0156193627166409	0.196	0.311	0.00302485475426734	"2"	"USP14"
"TTC1"	1.30769752743666e-07	-0.0233504818446085	0.229	0.355	0.00305687374013594	"2"	"TTC1"
"USP47"	1.32505648559754e-07	-0.0420106587689607	0.164	0.265	0.00309745204073282	"2"	"USP47"
"CUEDC2"	1.36194917687797e-07	-0.0469709075919231	0.278	0.416	0.00318369239586995	"2"	"CUEDC2"
"SRP14"	1.38389065542791e-07	0.129474076356745	0.982	0.989	0.00323498279612827	"2"	"SRP14"
"COPS6"	1.44624547448876e-07	-0.0754498969235353	0.447	0.639	0.00338074342116493	"2"	"COPS6"
"MMP24-AS1"	1.44968050138435e-07	-0.0302129678640991	0.291	0.443	0.00338877314003606	"2"	"MMP24-AS1"
"RALY"	1.4970745620911e-07	-0.010873107516138	0.323	0.487	0.00349956149634417	"2"	"RALY"
"PPM1A"	1.49902860494319e-07	-0.026051092411229	0.172	0.279	0.0035041292669152	"2"	"PPM1A"
"IGFBP6"	1.5247072034061e-07	0.486928549774669	0.666	0.689	0.00356415555868211	"2"	"IGFBP6"
"C1orf63"	1.52577359398562e-07	-0.0469886491344287	0.386	0.566	0.00356664835330079	"2"	"C1orf63"
"ADRM1"	1.54383547641502e-07	-0.0324967183349455	0.315	0.473	0.00360886980966776	"2"	"ADRM1"
"RRAS"	1.58141482447683e-07	-0.0461033138791924	0.224	0.345	0.00369671529369704	"2"	"RRAS"
"KANK2"	1.59578986836844e-07	-0.0416727791090683	0.283	0.426	0.00373031839629806	"2"	"KANK2"
"RPL12"	1.6279972100915e-07	0.134437057548046	1	1	0.0038056062783099	"2"	"RPL12"
"SF3A3"	1.63496406391861e-07	-0.0276407861557284	0.172	0.274	0.00382189199581615	"2"	"SF3A3"
"C20orf24"	1.65985700368287e-07	-0.0241104154391778	0.258	0.392	0.00388008173180908	"2"	"C20orf24"
"DBI"	1.67307247344607e-07	0.257052218937063	0.717	0.771	0.00391097421392754	"2"	"DBI"
"FKBP3"	1.68224516109718e-07	-0.0532778253202233	0.344	0.506	0.00393241628858078	"2"	"FKBP3"
"TMEM173"	1.68252294701208e-07	-0.0303771026336906	0.196	0.308	0.00393306564093543	"2"	"TMEM173"
"XRCC5"	1.69340179424576e-07	-0.0815831364326858	0.432	0.61	0.00395849603422888	"2"	"XRCC5"
"COX7A1"	1.71130822765656e-07	0.272935284104421	0.693	0.737	0.00400035411296997	"2"	"COX7A1"
"MYLK"	1.73782130209857e-07	-0.15893822816996	0.389	0.541	0.00406233107578561	"2"	"MYLK"
"XRN2"	1.75008103135954e-07	-0.0203017574710592	0.283	0.435	0.00409098941890605	"2"	"XRN2"
"ARL16"	1.75449745739424e-07	-0.0280135926230373	0.193	0.309	0.00410131325640477	"2"	"ARL16"
"HNRNPA1L2"	1.75730249205048e-07	-0.0353548348077665	0.186	0.292	0.00410787030541719	"2"	"HNRNPA1L2"
"C19orf53"	1.78161003502569e-07	-0.115934246393984	0.706	0.857	0.00416469161787605	"2"	"C19orf53"
